unit_code,month,total_tranche_rows,active_periods,active_days,tranches_per_period,periods_per_day,regime
TAPOWER,2023-10-01,5687,721,30,7.887656033287101,24.033333333333335,pre-MTU15-IDA
TAPOWER,2023-11-01,5676,720,30,7.883333333333334,24.0,pre-MTU15-IDA
TAPOWER,2023-12-01,6417,744,31,8.625,24.0,pre-MTU15-IDA
TAPOWER,2024-01-01,6295,744,31,8.461021505376344,24.0,pre-MTU15-IDA
TAPOWER,2024-02-01,5901,696,29,8.47844827586207,24.0,pre-MTU15-IDA
TAPOWER,2024-03-01,6730,743,31,9.057873485868102,23.967741935483872,pre-MTU15-IDA
TAPOWER,2024-04-01,6165,696,29,8.857758620689655,24.0,pre-MTU15-IDA
TAPOWER,2024-05-01,5899,744,31,7.928763440860215,24.0,pre-MTU15-IDA
TAPOWER,2024-06-01,5126,720,30,7.1194444444444445,24.0,pre-MTU15-IDA
TAPOWER,2024-07-01,5842,744,31,7.852150537634409,24.0,pre-MTU15-IDA
TAPOWER,2024-08-01,5589,744,31,7.512096774193548,24.0,pre-MTU15-IDA
TAPOWER,2024-09-01,1121,168,7,6.6726190476190474,24.0,pre-MTU15-IDA
TAPOWER,2025-06-01,2264,312,13,7.256410256410256,24.0,post-MTU15-IDA
TAPOWER,2025-07-01,5298,722,31,7.337950138504155,23.29032258064516,post-MTU15-IDA
TAPOWER,2025-08-01,5132,744,31,6.897849462365591,24.0,post-MTU15-IDA
TAPOWER,2025-09-01,5214,720,30,7.241666666666666,24.0,post-MTU15-IDA
TAPOWER,2025-10-01,16949,2500,26,6.7796,96.15384615384616,post-MTU15-IDA
TAPOWER,2025-11-01,20646,2880,30,7.16875,96.0,post-MTU15-IDA
TAPOWER,2025-12-01,21034,2880,30,7.303472222222222,96.0,post-MTU15-IDA
TAPOWER,2026-01-01,6324,864,9,7.319444444444445,96.0,post-MTU15-IDA
